timestamp,price,change,changePercent,previousClose,dayRange,volume,marketState
2026-07-22T13:22:17.787+08:00,"424.61","+22.31","(+5.55%)","402.30","413.56 - 425.36","18,130,136","NYSE - BOATS Real Time Price • USD"
