timestamp,price,change,changePercent,previousClose,dayRange,volume,marketState
2026-07-22T13:22:21.104+08:00,"2,405.00","-5.00","(-0.21%)","2,410.00","2,390.00 - 2,445.00","21,201,610","Taiwan - Delayed Quote • TWD"
