timestamp,price,change,changePercent,previousClose,dayRange,volume,marketState
2026-07-22T13:22:14.495+08:00,"207.29","+4.01","(+1.97%)","203.28","204.01 - 208.65","108,223,095","NasdaqGS - BOATS Real Time Price • USD"
